CustomerID,unique_items,total_items,total_invoices,total_value,ave_value
13198,186,2648,6,3401.2400000000002,15.049734513274338
13199,49,6175,37,9802.12,83.06881355932204
13200,39,516,4,870.09,18.915
13203,54,800,4,869.46,15.253684210526316
13207,5,130,2,250.26000000000002,31.282500000000002
13208,110,768,5,1199.42,8.159319727891157
13209,246,4253,8,5891.61,18.35392523364486
13210,21,316,1,353.48,16.067272727272726
13211,42,874,3,1197.42,21.3825
13212,110,310,3,788.08,5.549859154929578
13213,76,1360,5,1520.58,16.895333333333333
13216,5,297,1,333.74,66.748
13217,3,262,3,533.98,133.495
13218,5,88,1,62.63999999999999,12.527999999999999
13220,18,196,4,819.2900000000001,39.01380952380953
13221,56,243,2,844.86,12.997846153846154
13223,5,88,2,163.20000000000002,32.64
13224,92,1515,2,2152.95,20.121028037383176
13225,20,3416,7,6463.84,201.995
13226,13,80,1,108.21000000000001,6.7631250000000005
13227,9,99,1,257.7,28.633333333333333
13228,2,200,1,358.0,179.0
13229,9,63,1,160.95,16.095
13230,355,1665,14,2806.97,4.5940589198036
13232,134,776,7,1357.0,6.587378640776699
13233,41,1004,2,605.12,14.072558139534884
13235,48,441,1,1031.07,17.77706896551724
13236,31,416,2,744.85,20.69027777777778
13238,19,298,4,700.73,22.604193548387098
13239,19,363,1,329.56,14.98
13240,51,297,4,648.7,9.82878787878788
13242,10,130,3,270.40000000000003,20.800000000000004
13243,50,233,1,600.07,10.346034482758622
13244,23,38,1,121.74000000000001,4.508888888888889
13245,16,125,1,430.5,26.90625
13246,104,1602,6,1987.3,14.094326241134752
13247,17,328,4,501.12,20.0448
13248,24,305,2,465.68,17.91076923076923
13249,20,546,3,711.41,30.93086956521739
13253,34,1572,2,1030.4,28.622222222222224
13255,13,177,2,399.51,30.73153846153846
13256,1,12540,1,0.0,0.0
13258,26,287,3,698.58,18.383684210526315
13259,74,132,1,292.32,3.36
13260,8,142,1,557.62,69.7025
13261,8,210,2,944.1,104.9
13262,11,125,1,200.29,18.208181818181817
13263,413,4773,34,7428.85,4.443092105263158
13265,56,1752,5,2107.66,23.1610989010989
13266,76,4428,12,3834.2599999999998,20.504064171122995
13267,80,1969,19,4521.49,21.428862559241704
13268,250,3582,10,3192.65,7.27255125284738
13269,173,3514,15,5346.2300000000005,16.91844936708861
13270,1,200,1,590.0,590.0
13271,78,253,1,217.38,2.264375
13272,15,96,2,276.56,18.437333333333335
13273,16,153,1,138.98,8.68625
13276,30,161,2,590.9300000000001,19.69766666666667
13277,4,176,4,258.4,32.3
13278,44,537,1,542.73,11.798478260869565
13279,8,73,1,137.75,15.305555555555555
13280,63,522,3,814.86,9.586588235294117
13282,21,307,3,1132.14,30.59837837837838
13283,7,90,2,93.66,13.379999999999999
13284,13,91,1,201.19,15.476153846153846
13285,149,2051,4,2709.12,14.487272727272726
13291,39,233,1,361.11,8.597857142857142
13292,27,347,2,578.9399999999999,18.67548387096774
13294,47,453,2,873.74,16.18037037037037
13295,8,82,1,201.20000000000002,20.12
13296,5,78,1,87.4,17.48
13297,51,963,4,2089.85,35.421186440677964
13298,2,96,1,360.0,180.0
13299,5,30,1,142.5,28.5
13300,20,203,1,371.89,18.5945
13301,68,343,4,600.19,7.502375000000001
13302,1,5,1,63.75,63.75
13304,21,238,1,300.42,14.305714285714286
13305,48,1232,10,2000.86,24.701975308641973
13307,1,4,1,15.0,15.0
13308,48,843,3,1385.51,25.657592592592593
13309,76,1544,5,1456.79,13.614859813084111
13310,62,587,3,1132.03,15.722638888888888
13311,26,305,2,598.57,23.02192307692308
13313,46,851,5,1555.32,19.939999999999998
13314,54,560,3,775.94,12.515161290322581
13316,65,6948,4,5977.7300000000005,68.70954022988506
13317,96,1035,6,2273.68,18.336129032258064
13318,14,304,3,640.76,32.038
13319,199,4724,26,10845.550000000001,22.784768907563027
13320,76,1096,4,1548.7,14.610377358490567
13321,10,372,2,567.36,51.57818181818182
13322,24,117,1,199.48000000000002,7.9792000000000005
13323,6,175,5,787.85,37.516666666666666
13324,21,5205,10,7121.95,94.95933333333333
13325,11,240,1,675.3,56.275
13327,72,1600,8,3627.77,33.59046296296296
13328,17,680,1,1308.48,76.96941176470588
13329,16,463,2,789.0,46.411764705882355
13330,37,751,3,1140.93,21.526981132075473
13332,21,179,1,350.9,16.70952380952381
13334,190,1774,3,3536.82,13.197089552238806
13336,50,559,1,795.12,15.590588235294117
13338,17,254,1,422.02,24.82470588235294
13339,48,326,1,860.12,15.928148148148148
13340,119,5770,7,10736.48,80.12298507462687
13341,42,301,1,775.85,18.472619047619048
13343,18,134,1,303.43,16.857222222222223
13344,101,971,3,2543.72,21.37579831932773
13345,19,140,1,339.5,17.86842105263158
13347,5,204,1,291.36,41.62285714285714
13348,13,136,1,233.76,16.697142857142858
13349,15,224,1,197.32,13.154666666666666
13350,32,285,2,879.12,23.134736842105262
13351,15,116,1,323.94,21.596
13352,21,320,1,347.97999999999996,15.129565217391303
13354,50,604,1,743.53,14.579019607843136
13355,31,314,1,674.7,21.084375
13356,37,325,1,768.24,18.291428571428572
13357,74,322,1,609.95,6.777222222222223
13358,26,284,1,389.03,13.893928571428571
13359,19,160,1,389.56,17.707272727272727
13362,117,1382,4,3090.7400000000002,18.618915662650604
13363,45,708,2,892.5,15.387931034482758
13364,8,71,1,134.95999999999998,13.495999999999999
13365,115,1247,2,2225.37,17.385703125
13366,1,144,1,56.160000000000004,56.160000000000004
13368,26,326,2,573.4,20.478571428571428
13369,12,148,1,258.28000000000003,19.86769230769231
13370,38,343,1,754.87,19.355641025641027
13372,20,158,1,328.64,14.938181818181818
13373,115,1651,3,3312.25,20.963607594936708
13375,36,442,1,778.65,21.044594594594592
13376,43,490,3,869.76,17.3952
13379,75,601,3,572.56,5.902680412371134
13381,69,2029,6,3639.31,21.15877906976744
13382,10,131,1,222.99,14.866000000000001
13384,113,2422,7,4151.93,27.315328947368425
13385,33,281,1,534.57,15.273428571428573
13388,33,282,2,677.1,19.345714285714287
13389,48,428,3,782.96,15.6592
13390,12,224,1,544.08,41.8523076923077
13391,1,4,1,59.8,59.8
13394,119,2392,8,2520.02,16.258193548387098
13395,20,336,1,307.72,14.653333333333334
13396,40,600,2,1360.99,31.65093023255814
13397,26,430,5,1544.13,40.635000000000005
13398,24,281,1,457.34,17.59
13402,29,479,2,621.23,15.92897435897436
13403,2,44,1,75.0,25.0
13404,11,111,2,252.49,22.953636363636363
13405,23,163,2,557.45,22.298000000000002
13408,225,16232,62,28117.04,58.82225941422595
13410,15,518,5,1003.06,35.82357142857143
13411,16,72,1,213.55,11.863888888888889
13414,19,1574,3,1390.5,57.9375
13416,8,142,2,712.5,37.5
13417,26,162,2,640.83,22.886785714285715
13418,192,3918,18,6127.43,20.156019736842108
13419,16,275,1,221.06,13.81625
13420,8,101,2,159.85,19.98125
13421,84,1156,2,1840.58,17.869708737864077
13422,123,1326,1,2626.3,20.67952755905512
13425,59,1122,3,1609.21,20.89883116883117
13426,92,2245,10,3641.32,23.193121019108283
13427,23,545,3,582.6,20.089655172413792
13428,65,156,1,218.47,2.952297297297297
13429,53,1390,4,1006.8,15.02686567164179
13430,48,751,2,679.45,13.866326530612247
13431,44,672,2,1269.1,27.589130434782607
13434,9,300,2,534.24,53.424
13435,63,2129,7,3809.8900000000003,37.72168316831684
13436,12,76,1,196.89,16.4075
13437,126,1283,7,3408.06,20.40754491017964
13439,50,242,1,283.71,5.253888888888889
13441,12,204,1,296.64,22.818461538461538
13447,53,584,3,1129.14,19.137966101694918
13448,127,1660,6,3539.37,18.150615384615385
13449,18,222,1,291.88,15.362105263157895
13450,29,1982,6,2043.7199999999998,28.784788732394365
13451,282,2149,5,2976.15,6.718171557562077
13452,1,2,2,590.0,295.0
13453,15,134,2,356.97999999999996,20.998823529411762
13455,43,354,2,1058.34,23.007391304347824
13456,39,764,6,1751.72,28.253548387096775
13458,220,5508,14,9646.57,25.252801047120418
13460,15,286,2,183.44,10.790588235294118
13461,13,1170,3,1445.0,53.51851851851852
13462,9,62,1,151.5,16.833333333333332
13464,37,403,1,674.68,16.45560975609756
13466,15,259,1,307.9,18.11176470588235
13467,82,584,2,1083.71,10.946565656565657
13468,175,2589,37,5704.97,18.89062913907285
13470,7,100,2,165.0,16.5
13471,200,1590,4,2531.58,9.736846153846153
13473,21,266,2,422.64,20.125714285714285
13474,56,132,1,229.59,3.58734375
13475,58,1012,4,1431.78,16.648604651162792
13476,49,417,2,1238.47,21.352931034482758
13477,57,1021,6,1454.58,18.41240506329114
13479,14,134,2,300.95,20.063333333333333
13481,97,1142,5,1804.56,16.55559633027523
13482,11,116,1,184.64,16.785454545454545
13483,10,160,1,140.34,14.034
13484,8,44,1,313.8,39.225
13485,23,277,1,454.24,19.749565217391304
13486,68,669,3,1122.41,16.2668115942029
13487,25,265,3,575.4,16.923529411764704
13488,238,4518,13,8968.31,21.25191943127962
13489,10,560,4,449.52,32.10857142857143
13491,71,903,10,1215.82,14.137441860465115
13492,37,408,3,1269.84,25.3968
13493,5,377,2,498.63,83.105
13494,12,162,1,316.26000000000005,17.570000000000004
13495,34,829,5,2044.8700000000001,42.60145833333333
13496,29,341,2,653.33,18.66657142857143
13497,19,163,2,348.05,18.318421052631578
13499,28,1365,5,1159.11,27.59785714285714
13500,56,609,3,1166.77,17.950307692307693
13501,49,560,1,1340.32,25.775384615384613
13502,16,264,3,292.0,16.22222222222222
13503,16,248,1,216.85,12.755882352941176
13504,22,178,1,295.93,13.451363636363636
13505,161,2467,4,3633.63,17.220995260663507
13506,24,324,2,458.52,17.635384615384616
13507,133,1597,4,2479.16,15.303456790123455
13508,11,24,1,110.97,9.2475
13509,20,1105,6,964.72,22.435348837209304
13510,83,1386,4,1791.56,15.578782608695652
13512,14,143,1,251.21,16.747333333333334
13513,8,109,1,205.1,20.509999999999998
13514,4,40,1,152.20000000000002,38.050000000000004
13515,46,681,4,891.12,15.103728813559322
13516,40,984,3,1374.41,31.963023255813955
13517,112,1369,3,2128.42,15.09517730496454
13518,35,392,1,659.4399999999999,17.353684210526314
13519,6,23,1,122.75,15.34375
13520,42,1633,6,2984.35,34.30287356321839
13521,295,733,3,1092.39,2.511241379310345
13522,5,44,1,125.80000000000001,25.160000000000004
13523,146,1752,5,3964.88,23.051627906976744
13524,15,322,5,650.1800000000001,26.0072
13525,5,394,2,628.78,104.79666666666667
13527,137,1692,7,2287.51,10.257892376681616
13529,15,74,2,307.76,20.517333333333333
13531,17,174,2,483.8,21.990909090909092
13532,62,129,1,210.31,3.1865151515151515
13533,57,204,3,270.79,3.563026315789474
13534,112,2961,25,5870.08,19.83135135135135
13536,82,2136,7,3448.29,19.264189944134078
13538,10,175,7,1280.85,51.233999999999995
13539,32,320,3,631.34,17.063243243243242
13544,73,127,2,291.41,3.349540229885058
13546,67,359,3,626.99,6.397857142857143
13548,108,441,2,682.41,5.503306451612903
13549,35,458,7,918.2,18.00392156862745
13551,1,12,1,91.80000000000001,22.950000000000003
13552,76,1417,12,3740.07,34.31256880733945
13555,120,2660,4,4149.28,30.50941176470588
13557,29,546,2,584.06,17.178235294117645
13558,117,344,4,605.06,3.457485714285714
13560,32,64,1,174.37,5.283939393939394
13561,14,83,1,141.85999999999999,10.132857142857143
13562,44,757,3,1799.33,21.943048780487803
13563,49,209,2,777.53,15.867959183673468
13564,62,660,2,1198.38,14.61439024390244
13565,33,172,2,240.22,6.321578947368421
13566,128,575,2,874.71,4.969943181818182
13568,38,70,1,192.85,4.382954545454545
13569,71,163,2,372.25,4.431547619047619
13570,23,161,1,239.49,8.870000000000001
13571,146,1759,12,2092.32,6.1358357771261005
13572,26,534,1,1384.25,41.946969696969695
13573,24,303,2,294.4,11.323076923076922
13575,41,449,5,732.0699999999999,15.914565217391303
13576,75,2646,18,6717.34,53.312222222222225
13577,59,791,4,1687.6000000000001,20.33253012048193
13579,19,176,2,467.04,20.30608695652174
13581,9,30,1,118.0,11.8
13583,49,725,1,781.03,14.736415094339621
13584,23,37,1,142.4,5.933333333333334
13587,8,180,1,712.4,89.05
13588,127,2606,9,2478.95,14.246839080459768
13589,21,114,2,379.65,18.07857142857143
13590,66,1848,6,1981.92,22.780689655172413
13591,50,485,3,1117.13,19.26086206896552
13592,14,84,4,247.95999999999998,15.497499999999999
13593,63,731,5,2037.0800000000002,15.914687500000001
13594,23,359,1,396.97,15.268076923076924
13596,125,406,2,697.04,4.199036144578313
13598,32,58,1,180.17000000000002,4.504250000000001
13599,152,3294,21,5153.67,20.86506072874494
13600,18,324,1,219.52,11.553684210526317
13601,87,548,2,693.32,7.003232323232324
13602,23,267,1,428.89,18.647391304347824
13603,27,164,1,164.34,6.086666666666667
13606,39,279,3,280.53999999999996,6.524186046511627
13607,83,290,1,678.01,6.918469387755102
13610,150,516,7,1131.88,5.008318584070797
13611,65,766,3,1171.8,15.835135135135134
13614,160,570,4,1610.46,8.01223880597015
13615,20,189,1,417.69,18.160434782608696
13617,31,300,3,544.18,12.367727272727272
13618,13,246,1,177.34,13.641538461538461
13621,19,343,1,213.85,11.255263157894737
13623,68,294,5,747.78,9.231851851851852
13626,19,209,1,257.23,13.53842105263158
13627,71,1269,5,1638.47,17.80945652173913
13629,28,4372,11,7792.36,132.07389830508475
13630,48,1391,7,2031.78,28.61661971830986
13631,6,467,11,3070.42,279.1290909090909
13632,110,1037,5,2121.27,14.529246575342466
13634,143,704,5,1575.16,8.378510638297874
13635,62,677,1,1071.03,17.274677419354838
13636,57,592,5,949.12,15.065396825396826
13637,78,408,3,809.25,8.0925
13638,8,93,1,122.64,15.33
13639,39,800,1,1033.34,25.833499999999997
13642,56,173,1,354.8,5.375757575757576
13643,24,273,3,519.44,18.551428571428573
13644,131,2067,4,2624.26,17.974383561643837
13645,5,158,1,252.1,50.42
13647,61,895,4,1678.1200000000001,21.2420253164557
13649,22,139,2,346.6,15.069565217391306
13650,76,922,6,1836.34,19.128541666666667
13651,5,32,1,79.2,15.84
13652,44,578,3,1095.08,17.38222222222222
13654,152,2182,6,2707.33,16.30921686746988
13655,49,605,2,932.97,16.66017857142857
13656,44,490,2,379.65,7.747959183673469
13657,15,208,2,367.14,24.476
13658,78,1019,5,2639.17,24.43675925925926
13659,87,894,2,1573.2,15.126923076923077
13662,47,543,3,897.76,16.938867924528303
13663,9,91,1,189.47,14.574615384615385
13666,12,41,3,84.65,7.054166666666667
13667,72,154,1,305.02,3.505977011494253
13668,245,3742,21,6363.59,13.539553191489363
13669,7,237,2,218.55,24.283333333333335
13670,25,282,1,349.7,13.988
13672,3,57,2,186.39000000000001,31.065
13673,44,119,2,396.92,6.106461538461539
13675,25,330,2,486.82000000000005,19.472800000000003
13678,13,924,1,232.6,14.5375
13680,151,1936,4,3722.42,19.089333333333332
13681,30,360,4,827.83,14.523333333333333
13682,3,10,1,59.5,19.833333333333332
13684,26,39,1,67.23,2.241
13685,26,5056,7,3119.44,79.98564102564103
13686,8,70,1,72.0,9.0
13689,6,512,1,910.0,151.66666666666666
13690,8,67,1,172.25,19.13888888888889
13692,46,1226,3,1488.32,28.081509433962264
13694,335,63312,50,65039.62,114.50637323943663
13695,39,1599,15,2444.13,28.42011627906977
13697,12,177,1,151.29999999999998,12.608333333333333
13699,14,66,1,308.58000000000004,22.041428571428575
13700,132,2304,10,2265.12,11.498071065989848
13703,1,10,1,99.5,99.5
13704,101,1531,9,2308.06,17.224328358208954
13705,21,363,3,711.86,25.423571428571428
13706,20,189,1,330.79,16.5395
13707,38,351,2,806.41,16.800208333333334
13708,48,305,1,294.88,5.8976
13709,212,3516,13,6328.05,18.833482142857143
13710,8,176,1,180.48,22.56
13711,10,140,2,252.06,19.38923076923077
13712,9,352,1,228.84,22.884
13715,82,563,5,1079.34,10.279428571428571
13716,19,138,1,138.28,6.584761904761905
13717,87,1959,6,1445.01,14.166764705882352
13718,7,173,2,306.55,25.545833333333334
13719,54,609,5,1041.68,17.361333333333334
13720,41,500,4,784.9,18.688095238095237
13721,28,316,1,524.14,18.719285714285714
13722,63,1401,3,2375.41,27.945999999999998
13723,4,43,1,199.85000000000002,33.30833333333334
13725,80,806,8,1980.56,19.043846153846154
13726,36,1054,2,1079.6599999999999,25.70619047619047
13727,19,162,2,333.48,16.674
13728,39,458,6,1016.14,16.12920634920635
13730,35,488,2,752.6,17.50232558139535
13731,35,278,2,610.59,16.068157894736842
13732,32,498,1,491.86,14.904848484848486
13735,142,1130,4,2885.2400000000002,14.72061224489796
13736,155,497,2,731.9,3.831937172774869
13737,27,125,1,339.59999999999997,11.319999999999999
13739,3,54,1,216.9,72.3
13740,22,425,1,350.75,15.25
13741,33,218,3,668.4300000000001,19.65970588235294
13742,176,1124,12,3131.02,9.753956386292835
13743,9,1776,7,1341.6,32.72195121951219
13744,34,1249,2,1156.36,16.060555555555553
13745,23,496,1,300.04,12.001600000000002
13747,1,8,1,79.6,79.6
13748,24,439,5,948.25,33.86607142857143
13750,19,516,5,1647.26,68.63583333333334
13751,9,152,1,296.25,32.916666666666664
13752,62,875,6,1156.28,15.417066666666667
13753,33,512,1,741.26,21.178857142857144
13754,11,214,2,282.59999999999997,23.549999999999997
13755,192,1264,9,2161.35,6.319736842105263
13756,61,3188,14,5189.52,36.54591549295775
13758,100,1844,7,3190.55,27.26965811965812
13759,20,287,2,659.4100000000001,26.376400000000004
13760,48,197,2,286.79,5.03140350877193
13761,65,642,2,1070.65,15.295000000000002
13762,5,272,1,306.72,43.81714285714286
13763,14,728,1,1714.96,114.33066666666667
13764,168,929,3,1518.76,7.337004830917874
13767,42,7322,37,17220.36,46.79445652173913
13769,68,1163,10,2796.51,20.71488888888889
13771,110,1477,4,2634.45,22.138235294117646
13772,128,546,3,1132.13,6.396214689265538
13774,22,192,1,345.0,15.681818181818182
13777,33,12897,33,25977.16,131.86375634517768
13778,8,70,1,178.7,19.855555555555554
13780,53,318,2,360.01,6.315964912280702
13781,17,30,1,127.84,7.5200000000000005
13782,88,371,6,912.0,7.930434782608696
13784,9,2493,11,2462.79,79.44483870967741
13786,6,136,1,230.39999999999998,32.91428571428571
13787,24,337,2,309.04,9.969032258064518
13790,19,748,1,348.8,7.751111111111111
13791,7,1200,2,1516.0,137.8181818181818
13792,13,92,2,195.55,15.042307692307693
13798,103,23948,57,37153.85,106.4580229226361
13799,26,390,2,669.06,17.606842105263155
13800,32,331,1,558.32,16.91878787878788
13801,22,168,1,324.8,14.121739130434783
13802,53,2572,3,4599.42,76.657
13803,17,121,1,277.07,16.298235294117646
13804,115,1498,7,2635.79,19.23934306569343
13805,8,1900,2,924.6,71.12307692307692
13806,10,56,1,256.38,25.637999999999998
13807,7,36,1,112.6,16.085714285714285
13808,60,782,5,1747.66,22.995526315789476
13809,11,29,1,155.05,12.920833333333334
13810,26,307,2,827.51,25.8596875
13811,1,63,2,519.75,51.975
13812,31,330,3,485.0,14.696969696969697
13813,51,541,4,1168.8600000000001,17.98246153846154
13814,32,864,2,1579.12,27.703859649122805
13815,122,2540,4,3667.36,21.198612716763005
13816,22,265,2,499.67,19.218076923076925
13817,18,208,2,328.98,14.953636363636365
13819,26,1109,3,1140.35,31.676388888888887
13821,43,153,2,385.64,6.536271186440678
13822,80,611,2,632.0,6.583333333333333
13823,37,439,2,957.66,23.941499999999998
13824,32,768,5,1698.94,36.93347826086956
13826,10,82,1,189.5,18.95
13827,77,141,3,412.05,4.430645161290323
13828,15,311,1,209.49,13.966000000000001
13831,56,745,6,2202.99,29.77013513513513
13832,3,28,1,52.199999999999996,17.4
13833,25,118,1,384.8,13.26896551724138
13835,46,442,4,834.57,15.174000000000001
13837,17,183,2,271.24,14.275789473684211
13838,131,263,4,691.73,3.975459770114943
13841,1,100,1,85.0,85.0
13842,144,1768,9,3385.62,16.43504854368932
13844,20,196,1,361.62,18.081
13845,8,182,1,312.98,34.775555555555556
13846,55,388,3,865.0600000000001,15.728363636363637
13848,1,3700,3,1255.0,251.0
13849,94,1016,2,1537.95,15.227227722772279
13850,83,944,1,1595.48,17.155698924731183
13851,69,1705,3,2651.46,32.73407407407407
13853,19,312,1,1090.14,47.39739130434783
13854,35,2296,25,8109.5199999999995,73.72290909090908
13856,10,494,3,388.5,27.75
13858,11,75,1,216.17,19.651818181818182
13859,24,129,1,201.16,7.184285714285714
13860,58,591,5,1245.9,16.39342105263158
13862,95,1688,8,2209.36,15.894676258992806
13863,20,224,1,305.78,15.288999999999998
13865,25,204,4,501.56,16.718666666666667
13866,7,57,1,145.67000000000002,20.810000000000002
13867,48,513,3,1015.29,16.644098360655736
13868,30,1964,2,3192.54,96.74363636363637
13869,209,1721,4,3104.95,10.11384364820847
13870,81,1325,8,2770.94,24.095130434782607
13871,136,2806,13,6403.25,19.057291666666668
13873,20,140,3,389.6,16.93913043478261
13874,18,180,1,540.45,30.025000000000002
13875,78,1316,5,1786.79,17.180673076923078
13876,7,36,1,122.7,17.52857142857143
13877,3,108,1,117.24,39.08
13878,35,475,1,1281.53,35.598055555555554
13880,117,1842,13,3219.77,19.513757575757577
13881,71,10118,20,17159.52,96.40179775280899
13882,53,953,5,1191.13,18.325076923076924
13883,93,1436,5,2674.48,18.834366197183098
13884,45,300,5,787.6,13.349152542372881
13885,28,182,2,506.8,18.1
13886,14,126,1,243.56,15.2225
13887,15,147,1,349.55,18.397368421052633
13888,30,258,2,605.63,15.14075
13889,15,146,1,416.90000000000003,27.793333333333337
13890,69,831,10,1883.8100000000002,17.125545454545456
13892,26,983,4,632.97,23.443333333333335
13893,19,190,1,821.1,39.1
13894,25,354,3,564.62,20.911851851851853
13895,95,1365,4,2593.07,21.975169491525424
13897,16,200,1,311.16,18.303529411764707
13898,12,133,1,155.93,12.994166666666667
13899,16,156,2,388.52,20.448421052631577
13900,40,430,3,740.95,17.23139534883721
13901,122,1739,5,2867.2,19.242953020134227
13904,23,332,2,332.64,12.793846153846154
13908,97,1477,4,2319.55,19.169834710743803
13911,116,2731,9,2580.91,17.43858108108108
13914,29,380,2,626.45,18.983333333333334
13917,15,228,2,272.04,15.113333333333335
13918,24,1140,2,1212.8400000000001,40.428000000000004
13919,22,472,2,348.81,13.41576923076923
13922,7,93,1,172.25,24.607142857142858
13923,18,185,1,351.13,17.5565
13924,85,1575,6,1838.8500000000001,15.716666666666669
13925,25,331,4,678.25,16.54268292682927
13926,10,104,1,223.85000000000002,20.35
13927,20,214,1,348.99,16.61857142857143
13928,23,129,4,464.57,17.206296296296298
13929,7,143,2,842.65,93.62777777777778
13930,13,274,2,337.34,19.843529411764706
13931,53,725,2,1237.53,21.336724137931036
13932,9,72,1,307.4,19.2125
13933,22,205,2,608.7900000000001,26.469130434782613
13934,30,390,1,922.1,29.74516129032258
13936,26,330,1,376.58,14.483846153846153
13937,9,123,1,158.85,17.65
13938,7,70,1,71.66,10.237142857142857
13939,42,847,3,568.55,12.634444444444444
13940,32,516,4,839.14,17.12530612244898
13941,25,2364,5,5112.96,113.62133333333334
13946,10,443,3,561.5699999999999,51.05181818181818
13947,3,44,1,90.6,18.119999999999997
13948,3,40,1,102.0,34.0
13949,113,2474,6,2427.32,15.170750000000002
13950,32,322,4,730.06,21.472352941176467
13951,36,459,3,674.45,17.293589743589745
13952,107,1430,2,3251.07,23.904926470588236
13953,7,2724,7,3515.68,175.784
13954,23,150,2,439.92,17.5968
13955,28,154,2,322.96,9.786666666666665
13956,119,491,5,1026.42,6.752763157894737
13959,72,357,3,598.2,6.502173913043479
13960,8,142,2,230.22,19.185
13962,11,87,2,169.55,15.413636363636364
13963,35,460,4,664.54,18.986857142857144
13967,2,42,1,80.7,40.35
13969,293,4542,18,9053.94,14.463162939297126
13971,109,1844,8,2758.26,18.511812080536913
13972,15,187,2,190.25,12.683333333333334
13973,10,109,1,264.7,24.063636363636363
13974,27,249,1,413.59000000000003,14.77107142857143
13975,220,1732,6,2526.28,7.474201183431953
13976,10,154,1,357.98,35.798
13978,14,315,2,196.79000000000002,13.119333333333335
13979,53,639,1,869.87,16.108703703703704
13980,10,172,1,200.14,18.19454545454545
13982,70,1136,4,1871.81,16.863153153153153
13983,86,1183,12,2603.43,24.3311214953271
13984,14,679,5,920.51,57.531875
13985,104,3447,15,7060.13,20.114330484330484
13986,10,430,1,320.46,24.650769230769228
13988,182,3044,6,4147.96,17.726324786324785
13989,32,1313,2,1266.08,30.88
13990,16,190,1,311.3,19.45625
13991,55,997,6,854.97,10.300843373493976
13992,5,64,1,76.8,15.36
13993,59,899,9,3451.36,28.761333333333333
13994,110,940,6,2313.14,14.923483870967742
13995,55,879,5,1393.69,16.205697674418605
13999,86,2243,12,3901.81,18.758701923076924
14000,11,710,1,635.66,42.37733333333333
14001,32,962,3,2043.0800000000002,52.38666666666667
14002,45,877,2,529.73,11.270851063829788
14004,84,2668,7,4582.64,26.799064327485382
14005,47,2478,5,2874.72,34.22285714285714
14006,21,641,3,962.19,32.073
14009,40,365,2,695.61,16.562142857142856
14012,8,160,1,328.8,29.89090909090909
14013,26,462,3,473.02,13.91235294117647
14014,37,1076,1,505.18,12.953333333333333
14015,17,378,1,917.34,45.867000000000004
14016,141,2124,4,4291.21,26.8200625
14019,35,1037,3,1421.61,21.539545454545454
14020,37,441,2,642.8,16.48205128205128
14021,21,192,3,631.9,28.722727272727273
14022,28,487,1,440.0,15.714285714285714
14023,29,345,2,584.07,18.840967741935486
14024,16,150,2,327.7,20.48125
14027,6,62,1,104.82,17.47
14029,13,198,2,467.66,31.177333333333333
14030,187,1479,8,2360.09,9.712304526748971
14031,105,5788,19,17286.86,69.14744
14032,48,2032,11,2975.59,20.80832167832168
14034,80,423,3,651.8199999999999,7.323820224719101
14035,37,738,5,1413.02,21.73876923076923
14036,38,268,1,626.65,16.49078947368421
14037,25,46,2,147.20000000000002,5.257142857142858
14038,59,965,3,1560.38,16.960652173913044
14039,6,92,1,152.2,25.366666666666664
14040,139,1554,12,3614.92,15.38263829787234
14041,21,94,1,141.41,6.733809523809524
14044,154,308,4,652.82,3.1235406698564594
14045,4,535,4,1659.75,276.625
14046,13,443,1,151.59,11.660769230769231
14047,20,381,5,1308.6100000000001,40.894062500000004
14048,76,288,1,409.93,4.822705882352941
14049,332,3870,4,5681.72,11.642868852459017
14050,45,689,2,746.36,13.821481481481483
14051,47,3755,23,15595.390000000001,74.61909090909091
14052,55,89,1,225.36,4.024285714285715
14053,2,215,2,260.25,65.0625
14054,6,62,1,92.46,15.409999999999998
14055,10,216,1,725.6400000000001,72.56400000000001
14056,303,4273,23,8214.65,7.427350813743218
14057,159,4876,17,6217.96,21.894225352112677
14059,8,128,1,183.6,22.95
14060,87,5386,19,6140.42,30.39811881188119
14062,55,5593,12,10464.85,94.27792792792793
14064,51,1788,5,1353.74,16.92175
14066,7,45,1,152.55,21.792857142857144
14067,49,361,2,374.7,7.2057692307692305
14068,18,73,1,265.85,11.077083333333334
14071,243,957,8,1424.0,4.422360248447205
14073,13,130,1,151.04,11.618461538461538
14075,32,754,3,942.26,21.913023255813954
14076,40,81,1,122.47,2.662391304347826
14077,30,268,5,499.41999999999996,11.89095238095238
14078,43,310,6,1049.37,16.144153846153845
14079,12,301,1,375.1,31.258333333333336
14080,3,48,1,45.599999999999994,11.399999999999999
14081,115,596,2,934.52,6.10797385620915
14082,28,110,1,182.25,6.2844827586206895
14083,155,732,9,1018.43,5.626685082872928
14085,259,3184,18,4448.54,9.885644444444445
14087,59,251,1,194.42,2.8176811594202897
14088,339,12665,13,50491.81,85.7246349745331
14089,12,134,1,161.0,11.5
14090,1,72,1,76.32000000000001,76.32000000000001
14092,112,2066,14,4076.91,19.050981308411213
14093,95,406,1,442.85,4.217619047619048
14096,986,16336,17,53258.43,10.453077526987242
14098,21,104,1,147.35,7.016666666666667
14099,162,2179,11,3104.17,12.41668
14100,22,64,1,194.9,7.496153846153846
